1.000000	1.000000
600.000000	31150.121094
600.060859	31488.992188
600.121719	31524.470703
600.182578	31553.574219
600.243438	31746.105469
600.304297	31695.789062
600.365157	31481.400391
600.426017	31855.699219
600.486876	31618.882812
600.547736	31768.976562
600.608595	32043.355469
600.669455	31987.535156
600.730314	32207.890625
600.791174	32347.669922
600.852033	32256.390625
600.912892	32195.955078
600.973752	32365.398438
601.034611	32483.421875
601.095471	32505.511719
601.156330	32663.042969
601.217190	32712.023438
601.278049	32641.156250
601.338909	32741.751953
601.399769	32849.148438
601.460628	32868.144531
601.521488	32910.878906
601.582347	33044.992188
601.643207	33229.976562
601.704066	33499.921875
601.764926	33401.164062
601.825785	33513.894531
601.886644	33399.476562
601.947504	33422.996094
602.008363	33484.527344
602.069223	33436.402344
602.130082	33564.109375
602.190942	33752.882812
602.251802	33877.550781
602.312661	33960.207031
602.373521	34038.898438
602.434380	33987.632812
602.495240	33900.281250
602.556099	34132.000000
602.616959	34378.222656
602.677818	34376.968750
602.738677	34384.148438
602.799537	34642.039062
602.860396	34758.117188
602.921256	34707.171875
602.982115	34702.546875
603.042975	34783.531250
603.103835	34987.886719
603.164694	34981.800781
603.225554	34969.777344
603.286413	35049.308594
603.347273	35100.699219
603.408132	35110.585938
603.468992	35068.421875
603.529851	35575.406250
603.590711	35293.375000
603.651570	35419.984375
603.712429	35573.148438
603.773289	35618.925781
603.834148	35576.289062
603.895008	35980.417969
603.955867	36062.171875
604.016727	35926.550781
604.077587	36106.781250
604.138446	36243.660156
604.199306	36244.214844
604.260165	36294.468750
604.321025	36274.140625
604.381884	36403.160156
604.442744	36669.246094
604.503603	36707.195312
604.564462	36683.843750
604.625322	36836.632812
604.686181	36811.332031
604.747041	37004.566406
604.807900	36928.546875
604.868760	36952.054688
604.929620	37288.484375
604.990479	37379.324219
605.051339	37356.289062
605.112198	37497.507812
605.173058	37379.046875
605.233917	37242.929688
605.294777	37480.257812
605.355636	37675.964844
605.416495	37610.007812
605.477355	37719.570312
605.538214	37772.828125
605.599074	38100.406250
605.659933	38026.621094
605.720793	38187.070312
605.781653	38124.507812
605.842512	37854.085938
605.903372	38080.089844
605.964231	38095.000000
606.025091	38341.996094
606.085950	38693.703125
606.146810	38717.671875
606.207669	38646.156250
606.268529	38593.078125
606.329388	38794.343750
606.390247	38968.234375
606.451107	38953.265625
606.511966	39008.964844
606.572826	38911.996094
606.633685	39289.390625
606.694545	39123.175781
606.755405	39377.507812
606.816264	39376.179688
606.877124	39395.042969
606.937983	39656.386719
606.998843	39602.320312
607.059702	39748.109375
607.120562	39785.523438
607.181421	39749.062500
607.242280	39907.718750
607.303140	39831.453125
607.363999	40049.023438
